"organization_formal_name","activity_identifier","activity_start_date","activity_start_time_time","activity_start_time_time_zone_code","monitoring_location_identifier","characteristic_name","result_measure_value","result_measure_measure_unit_code","result_status_identifier","result_value_type_name","result_analytical_method_method_identifier","result_analytical_method_method_identifier_context","result_analytical_method_method_name","project","trib_mainstem","river_mile","monitoring_location_name","monitoring_location_type_name","huc_eight_digit_code","drainage_area_measure_measure_value","drainage_area_measure_measure_unit_code","latitude_measure","longitude_measure","source_map_scale_numeric","horizontal_accuracy_measure_measure_value","horizontal_accuracy_measure_measure_unit_code","horizontal_collection_method_name","horizontal_coordinate_reference_system_datum_name","vertical_measure_measure_value","vertical_measure_measure_unit_code","vertical_accuracy_measure_measure_value","vertical_accuracy_measure_measure_unit_code","vertical_collection_method_name","vertical_coordinate_reference_system_datum_name","julian_day","season"
"Kenai Watershed Forum","KENAI_WQX-10000028_07/18/2000_07:35:00",2000-07-18,07:35:00,"AKDT","KENAI_WQX-10000028","Total suspended solids",21.3,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","m","43.0","KBL_m_43.0","River/Stream",19020302,NA,NA,60.489844,-150.636905,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000028_2012-05-01_13:41",2012-05-01,13:41:00,"AKDT","KENAI_WQX-10000028","Turbidity",5.3,"NTU","Final","Actual","8160","HACH","Conductivity in Water by Direct Measurement","KBL","m","43.0","KBL_m_43.0","River/Stream",19020302,NA,NA,60.489844,-150.636905,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,122,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000028_2001-07-24_09:40:00",2001-07-24,09:40:00,"AKDT","KENAI_WQX-10000028","pH",7.51,"None","Final","Actual","150.1","USEPA","pH","KBL","m","43.0","KBL_m_43.0","River/Stream",19020302,NA,NA,60.489844,-150.636905,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000029_07/29/2008_10:09:00",2008-07-29,10:09:00,"AKST","KENAI_WQX-10000029","Total suspended solids",32.8,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000028_07/20/2004_11:01:00",2004-07-20,11:01:00,"AKDT","KENAI_WQX-10000028","Fecal Coliform",27,"cfu/100ml","Final","Actual","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","43.0","KBL_m_43.0","River/Stream",19020302,NA,NA,60.489844,-150.636905,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000028_04/11/2001_09:05:00",2001-04-11,09:05:00,"AKDT","KENAI_WQX-10000028","Calcium",10.2,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","43.0","KBL_m_43.0","River/Stream",19020302,NA,NA,60.489844,-150.636905,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,101,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000023_07/20/2004_11:32:00",2004-07-20,11:32:00,"AKDT","KENAI_WQX-10000023","pH",7.67,"None","Final","Actual","150.1","USEPA","pH","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_05/01/2007_12:20:00",2007-05-01,12:20:00,"AKDT","KENAI_WQX-10000018","Iron",0.669,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,121,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_04/11/2001_10:50:00",2001-04-11,10:50:00,"AKDT","KENAI_WQX-10000018","Zinc",29,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,101,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_2006-04-25_11:06:00",2006-04-25,11:06:00,"AKDT","KENAI_WQX-10000018","Iron",0.964,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,115,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_04/29/2003_12:19:00",2003-04-29,12:19:00,"AKDT","KENAI_WQX-10000018","Turbidity",8.5,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,119,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_2013/05/07_11:05",2013-05-07,11:05:00,"AKDT","KENAI_WQX-10000018","Magnesium",2,"mg/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_04/10/2002_07:15:00",2002-04-10,07:15:00,"AKST","KENAI_WQX-10000018","Iron",0.39,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,100,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_2010-04-27_09:10:00",2010-04-27,09:10:00,"AKDT","KENAI_WQX-10000018","Specific conductance",76,"uS/cm","Final","Actual","8160","HACH","Conductivity in Water by Direct Measurement","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,117,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_04/11/2001_10:50:00",2001-04-11,10:50:00,"AKDT","KENAI_WQX-10000018","Inorganic nitrogen (nitrate and nitrite)",0.13,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,101,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_07/26/2005_12:20:00",2005-07-26,12:20:00,"AKDT","KENAI_WQX-10000018","Iron",0.639,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_2009-07-21_09:00:00",2009-07-21,09:00:00,"AKDT","KENAI_WQX-10000018","Copper",0.745,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_04/11/2001_10:50:00",2001-04-11,10:50:00,"AKDT","KENAI_WQX-10000018","Specific conductance",79.7,"uS/cm","Final","Actual","8160","HACH","Conductivity in Water by Direct Measurement","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,101,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_2012/07/31_10:51:00",2012-07-31,10:51:00,"AKDT","KENAI_WQX-10000018","Calcium",10.6,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_2009-04-28_09:40:00",2009-04-28,09:40:00,"AKDT","KENAI_WQX-10000018","Total suspended solids",3.2,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_2009-07-21_09:00:00",2009-07-21,09:00:00,"AKDT","KENAI_WQX-10000018","Fecal Coliform",3,"cfu/100ml","Final","Actual","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_2001-07-24_09:40:00",2001-07-24,09:40:00,"AKDT","KENAI_WQX-10000018","m,p-Xylene",0.84,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_07/26/2005_12:20:00",2005-07-26,12:20:00,"AKDT","KENAI_WQX-10000018","Fecal Coliform",23,"cfu/100ml","Final","Calculated","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_2012/07/31_10:51:00",2012-07-31,10:51:00,"AKDT","KENAI_WQX-10000018","Inorganic nitrogen (nitrate and nitrite)",0.172,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_2010-07-27_8:45:00",2010-07-27,08:45:00,"AKDT","KENAI_WQX-10000018","Arsenic",0.74,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_2012-05-01_11:06",2012-05-01,11:06:00,"AKDT","KENAI_WQX-10000018","Chromium",0.423,"ug/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,122,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_07/16/2002_11:49:00",2002-07-16,11:49:00,"AKDT","KENAI_WQX-10000018","Phosphorus",0.01,"mg/l","Final","Actual","4500-P-E","APHA","4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000018_04/26/2005_10:10:00",2005-04-26,10:10:00,"AKDT","KENAI_WQX-10000018","Total suspended solids",18.1,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000018_04/29/2003_12:19:00",2003-04-29,12:19:00,"AKDT","KENAI_WQX-10000018","Iron",0.45,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,119,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000425_2012/07/31_08:30:00",2012-07-31,08:30:00,"AKDT","KENAI_WQX-10000425","Iron",0.0839,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000425_07/18/2000_09:10:00",2000-07-18,09:10:00,"AKDT","KENAI_WQX-10000425","Specific conductance",60,"uS/cm","Final","Actual","8160","HACH","Conductivity in Water by Direct Measurement","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000425_2011-04-26_07:50:00",2011-04-26,07:50:00,"AKDT","KENAI_WQX-10000425","Fecal Coliform",6,"cfu/100ml","Final","Calculated","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000031_07/16/2002_09:40:00",2002-07-16,09:40:00,"AKDT","KENAI_WQX-10000031","Specific conductance",70.4,"uS/cm","Final","Actual","8160","HACH","Conductivity in Water by Direct Measurement","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000031_07/16/2002_09:40:00",2002-07-16,09:40:00,"AKDT","KENAI_WQX-10000031","pH",7.79,"None","Final","Actual","150.1","USEPA","pH","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000425_07/29/2008_08:00:00",2008-07-29,08:00:00,"AKST","KENAI_WQX-10000425","Turbidity",4.29,"NTU","Final","Actual","8195","HACH","Determination of Turbidity","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000425_07/18/2000_09:10:00",2000-07-18,09:10:00,"AKDT","KENAI_WQX-10000425","Fecal Coliform",8,"cfu/100ml","Final","Calculated","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_04/22/2008_12:08:00",2008-04-22,12:08:00,"AKST","KENAI_WQX-10000023","Arsenic",1.8,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000023_2010-07-27_11:13:00",2010-07-27,11:13:00,"AKDT","KENAI_WQX-10000023","Arsenic",0.664,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_2012/07/31_12:36:00",2012-07-31,12:36:00,"AKDT","KENAI_WQX-10000023","Calcium",10.6,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_2009-07-21_13:40:00",2009-07-21,13:40:00,"AKDT","KENAI_WQX-10000023","Inorganic nitrogen (nitrate and nitrite)",0.138,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_04/26/2005_12:35:00",2005-04-26,12:35:00,"AKDT","KENAI_WQX-10000023","Phosphorus",0.11,"mg/l","Final","Actual","4500-P-E","APHA","4500 P E ~ Phosphorus in Water by Colorimetry- Ascorbic Acid Method","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000023_2001-07-24_12:28:00",2001-07-24,12:28:00,"AKDT","KENAI_WQX-10000023","Toluene",0.67,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_2001-07-24_12:28:00",2001-07-24,12:28:00,"AKDT","KENAI_WQX-10000023","Magnesium",1,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_07/25/2006_11:50:00",2006-07-25,11:50:00,"AKDT","KENAI_WQX-10000023","Calcium",9.84,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_07/29/2008_11:26:00",2008-07-29,11:26:00,"AKST","KENAI_WQX-10000023","Calcium",10.7,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_2011-04-26_11:38:00",2011-04-26,11:38:00,"AKDT","KENAI_WQX-10000023","Zinc",38.8,"ug/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000425_2012/07/31_08:30:00",2012-07-31,08:30:00,"AKDT","KENAI_WQX-10000425","Total suspended solids",2.2,"mg/l","Final","Actual","2540-D","APHA","2540 D ~ Total Suspended Solids in Water","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000425_07/20/2004_07:53:00",2004-07-20,07:53:00,"AKDT","KENAI_WQX-10000425","Calcium",12.8,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000023_05/01/2007_10:50:00",2007-05-01,10:50:00,"AKDT","KENAI_WQX-10000023","Iron",0.53,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,121,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000425_07/16/2002_07:45:00",2002-07-16,07:45:00,"AKDT","KENAI_WQX-10000425","Iron",0.17,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000425_07/16/2002_07:45:00",2002-07-16,07:45:00,"AKDT","KENAI_WQX-10000425","Zinc",32,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000425_04/22/2008_08:10:00",2008-04-22,08:10:00,"AKST","KENAI_WQX-10000425","Arsenic",0.527,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000023_2006-04-25_10:45:00",2006-04-25,10:45:00,"AKDT","KENAI_WQX-10000023","Iron",0.66,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,115,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000023_04/26/2005_12:35:00",2005-04-26,12:35:00,"AKDT","KENAI_WQX-10000023","Specific conductance",77,"uS/cm","Final","Actual","8160","HACH","Conductivity in Water by Direct Measurement","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000020_07/18/2000_09:42:00",2000-07-18,09:42:00,"AKDT","KENAI_WQX-10000020","Arsenic",6,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000028_04/22/2008_13:13:00",2008-04-22,13:13:00,"AKST","KENAI_WQX-10000028","Arsenic",1.03,"ug/l","Final","Actual","200.8(W)","USEPA","200.8 W  ~ Metals in Waters by ICP/MS","KBL","m","43.0","KBL_m_43.0","River/Stream",19020302,NA,NA,60.489844,-150.636905,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"Kenai Watershed Forum","KENAI_WQX-10000021_2012/07/31_11:11:00",2012-07-31,11:11:00,"AKDT","KENAI_WQX-10000021","Inorganic nitrogen (nitrate and nitrite)",0.156,"mg/l","Final","Actual","4500-NO3(E)","APHA","4500 NO3 E  ~ Nitrate in Water- Cadmium Reduction","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_07/25/2006_09:48:00",2006-07-25,09:48:00,"AKDT","KENAI_WQX-10000021","Fecal Coliform",100,"cfu/100ml","Final","Actual","9222D","APHA","9222 D ~ Membrane filtration test for fecal coliforms","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_2005-07-26_09:00:00",2005-07-26,09:00:00,"AKDT","KENAI_WQX-10000021","Magnesium",0.961,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"Kenai Watershed Forum","KENAI_WQX-10000021_04/10/2002_10:25:00",2002-04-10,10:25:00,"AKST","KENAI_WQX-10000021","Iron",0.25,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,100,"Spring"
