"sample","epa_analysis_id","analyte","lab_name","activity_datetime","rec_datetime","hold_time_hours","analytical_method","max_holding_time_text","max_holding_time_hours","hold_time_pass"
"RM50_Skilak_Lake_Outlet","200.8","Lead","SGS North America, Anchorage, Alaska",2021-05-11 07:22:00,2021-05-12 08:16:00,24.9,"200.8","180 days",4320,"Y"
"RM50_Skilak_Lake_Outlet","200.8","Zinc","SGS North America, Anchorage, Alaska",2021-05-11 07:22:00,2021-05-12 08:16:00,24.9,"200.8","180 days",4320,"Y"
"RM6.5_Cunning_Hem","4500-NO3(F)","Total Nitrate/Nitrite-N","SGS North America, Anchorage, Alaska",2021-05-11 09:15:00,2021-05-12 08:16:00,23.0166666666667,"SM21 4500NO3-F","28 days",672,"Y"
"RM6.5_Cunning_Hem","4500-P-E","Total Phosphorus","SGS North America, Anchorage, Alaska",2021-05-11 09:15:00,2021-05-12 08:16:00,23.0166666666667,"SM21 4500P-B,E","28 days",672,"Y"
"RM6.5_Cunningham_Park","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-05-11 09:15:00,2021-05-12 08:16:00,23.0166666666667,"200.8","180 days",4320,"Y"
"RM6.5_Cunningham_Park","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-05-11 09:15:00,2021-05-12 08:16:00,23.0166666666667,"200.8","180 days",4320,"Y"
"RM6.5_Cunningham_Park","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-05-11 09:15:00,2021-05-12 08:16:00,23.0166666666667,"200.8","180 days",4320,"Y"
"RM6.5_Cunningham_Park","200.8","Copper","SGS North America, Anchorage, Alaska",2021-05-11 09:15:00,2021-05-12 08:16:00,23.0166666666667,"200.8","180 days",4320,"Y"
"RM6.5_Cunningham_Park","200.8","Lead","SGS North America, Anchorage, Alaska",2021-05-11 09:15:00,2021-05-12 08:16:00,23.0166666666667,"200.8","180 days",4320,"Y"
"RM6.5_Cunningham_Park","200.8","Zinc","SGS North America, Anchorage, Alaska",2021-05-11 09:15:00,2021-05-12 08:16:00,23.0166666666667,"200.8","180 days",4320,"Y"
"RM70_Jims_Landing","4500-NO3(F)","Total Nitrate/Nitrite-N","SGS North America, Anchorage, Alaska",2021-05-11 10:25:00,2021-05-12 08:16:00,21.85,"SM21 4500NO3-F","28 days",672,"Y"
"RM70_Jims_Landing","4500-P-E","Total Phosphorus","SGS North America, Anchorage, Alaska",2021-05-11 10:25:00,2021-05-12 08:16:00,21.85,"SM21 4500P-B,E","28 days",672,"Y"
"RM70_Jims_Landing","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-05-11 10:25:00,2021-05-12 08:16:00,21.85,"200.8","180 days",4320,"Y"
"RM70_Jims_Landing","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-05-11 10:25:00,2021-05-12 08:16:00,21.85,"200.8","180 days",4320,"Y"
"RM70_Jims_Landing","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-05-11 10:25:00,2021-05-12 08:16:00,21.85,"200.8","180 days",4320,"Y"
"RM70_Jims_Landing","200.8","Copper","SGS North America, Anchorage, Alaska",2021-05-11 10:25:00,2021-05-12 08:16:00,21.85,"200.8","180 days",4320,"Y"
"RM70_Jims_Landing","200.8","Lead","SGS North America, Anchorage, Alaska",2021-05-11 10:25:00,2021-05-12 08:16:00,21.85,"200.8","180 days",4320,"Y"
"RM70_Jims_Landing","200.8","Zinc","SGS North America, Anchorage, Alaska",2021-05-11 10:25:00,2021-05-12 08:16:00,21.85,"200.8","180 days",4320,"Y"
"RM74_Russian_River","4500-NO3(F)","Total Nitrate/Nitrite-N","SGS North America, Anchorage, Alaska",2021-05-11 09:34:00,2021-05-12 08:16:00,22.7,"SM21 4500NO3-F","28 days",672,"Y"
"RM74_Russian_River","4500-P-E","Total Phosphorus","SGS North America, Anchorage, Alaska",2021-05-11 09:34:00,2021-05-12 08:16:00,22.7,"SM21 4500P-B,E","28 days",672,"Y"
"RM74_Russian_River","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-05-11 09:34:00,2021-05-12 08:16:00,22.7,"200.8","180 days",4320,"Y"
"RM74_Russian_River","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-05-11 09:34:00,2021-05-12 08:16:00,22.7,"200.8","180 days",4320,"Y"
"RM74_Russian_River","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-05-11 09:34:00,2021-05-12 08:16:00,22.7,"200.8","180 days",4320,"Y"
"RM74_Russian_River","200.8","Copper","SGS North America, Anchorage, Alaska",2021-05-11 09:34:00,2021-05-12 08:16:00,22.7,"200.8","180 days",4320,"Y"
"RM74_Russian_River","200.8","Lead","SGS North America, Anchorage, Alaska",2021-05-11 09:34:00,2021-05-12 08:16:00,22.7,"200.8","180 days",4320,"Y"
"RM74_Russian_River","200.8","Zinc","SGS North America, Anchorage, Alaska",2021-05-11 09:34:00,2021-05-12 08:16:00,22.7,"200.8","180 days",4320,"Y"
"RM79.5_Juneau_Creek","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-05-11 08:36:00,2021-05-12 08:16:00,23.6666666666667,"200.8","180 days",4320,"Y"
"RM79.5_Juneau_Creek","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-05-11 08:36:00,2021-05-12 08:16:00,23.6666666666667,"200.8","180 days",4320,"Y"
"RM79.5_Juneau_Creek","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-05-11 08:36:00,2021-05-12 08:16:00,23.6666666666667,"200.8","180 days",4320,"Y"
"RM79.5_Juneau_Creek","200.8","Copper","SGS North America, Anchorage, Alaska",2021-05-11 08:36:00,2021-05-12 08:16:00,23.6666666666667,"200.8","180 days",4320,"Y"
"RM79.5_Juneau_Creek","200.8","Lead","SGS North America, Anchorage, Alaska",2021-05-11 08:36:00,2021-05-12 08:16:00,23.6666666666667,"200.8","180 days",4320,"Y"
"RM79.5_Juneau_Creek","200.8","Zinc","SGS North America, Anchorage, Alaska",2021-05-11 08:36:00,2021-05-12 08:16:00,23.6666666666667,"200.8","180 days",4320,"Y"
"RM79.5_Juneau_Creek","4500-NO3(F)","Total Nitrate/Nitrite-N","SGS North America, Anchorage, Alaska",2021-05-11 08:36:00,2021-05-12 08:16:00,23.6666666666667,"SM21 4500NO3-F","28 days",672,"Y"
"RM79.5_Juneau_Creek","4500-P-E","Total Phosphorus","SGS North America, Anchorage, Alaska",2021-05-11 08:36:00,2021-05-12 08:16:00,23.6666666666667,"SM21 4500P-B,E","28 days",672,"Y"
"RM82_Kenai_Lake_Bridge","4500-NO3(F)","Total Nitrate/Nitrite-N","SGS North America, Anchorage, Alaska",2021-05-11 07:56:00,2021-05-12 08:16:00,24.3333333333333,"SM21 4500NO3-F","28 days",672,"Y"
"RM82_Kenai_Lake_Bridge","4500-P-E","Total Phosphorus","SGS North America, Anchorage, Alaska",2021-05-11 07:56:00,2021-05-12 08:16:00,24.3333333333333,"SM21 4500P-B,E","28 days",672,"Y"
"RM82_Kenai_Lake_Bridge","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-05-11 07:56:00,2021-05-12 08:16:00,24.3333333333333,"200.8","180 days",4320,"Y"
"RM82_Kenai_Lake_Bridge","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-05-11 07:56:00,2021-05-12 08:16:00,24.3333333333333,"200.8","180 days",4320,"Y"
"RM82_Kenai_Lake_Bridge","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-05-11 07:56:00,2021-05-12 08:16:00,24.3333333333333,"200.8","180 days",4320,"Y"
"RM82_Kenai_Lake_Bridge","200.8","Copper","SGS North America, Anchorage, Alaska",2021-05-11 07:56:00,2021-05-12 08:16:00,24.3333333333333,"200.8","180 days",4320,"Y"
"RM82_Kenai_Lake_Bridge","200.8","Lead","SGS North America, Anchorage, Alaska",2021-05-11 07:56:00,2021-05-12 08:16:00,24.3333333333333,"200.8","180 days",4320,"Y"
"RM82_Kenai_Lake_Bridge","200.8","Zinc","SGS North America, Anchorage, Alaska",2021-05-11 07:56:00,2021-05-12 08:16:00,24.3333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Aluminum","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Antimony","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Arsenic","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Barium","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","8260D","Benzene","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"SW8260D","7 days",168,"Y"
"RM_40_Bings_Landing","8260D","Benzene","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"SW8260D","7 days",168,"Y"
"RM_43_Upstream_of_Dow_Isalnd","8260D","Benzene","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"SW8260D","7 days",168,"Y"
"RM_6.5_Cunningham_Park","8260D","Benzene","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"SW8260D","7 days",168,"Y"
"Trip_Blank_1","8260D","Benzene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_2","8260D","Benzene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_3","8260D","Benzene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"Trip_Blank_4","8260D","Benzene","SGS North America, Anchorage, Alaska",2021-07-27 08:50:00,2021-07-27 16:39:00,7.81666666666667,"SW8260D","7 days",168,"Y"
"RM_0_No_Name_Creek","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Beryllium","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Cadmium","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_22_Soldotna_Creek","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 11:25:00,2021-07-27 16:39:00,5.23333333333333,"200.8","180 days",4320,"Y"
"RM_23_Swiftwater_Park","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 10:43:00,2021-07-27 16:39:00,5.93333333333333,"200.8","180 days",4320,"Y"
"RM_30_Funny_River","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_6.5_Cunningham_Park","200.8","Calcium","SGS North America, Anchorage, Alaska",2021-07-27 09:10:00,2021-07-27 16:39:00,7.48333333333333,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 09:30:00,2021-07-27 16:39:00,7.15,"200.8","180 days",4320,"Y"
"RM_0_No_Name_Creek_","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 09:45:00,2021-07-27 16:39:00,6.9,"200.8","180 days",4320,"Y"
"RM_1.5_Kenai_City_Dock","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 10:30:00,2021-07-27 16:39:00,6.15,"200.8","180 days",4320,"Y"
"RM_10_Beaver_Creek","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 09:50:00,2021-07-27 16:39:00,6.81666666666667,"200.8","180 days",4320,"Y"
"RM_10.1_Kenai_River","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
"RM_12.5_Pillars","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 10:28:00,2021-07-27 16:39:00,6.18333333333333,"200.8","180 days",4320,"Y"
"RM_18_Poachers_Cove","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 10:50:00,2021-07-27 16:39:00,5.81666666666667,"200.8","180 days",4320,"Y"
"RM_19_Slikok_Creek","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 09:28:00,2021-07-27 16:39:00,7.18333333333333,"200.8","180 days",4320,"Y"
"RM_21_Soldotna_Bridge","200.8","Chromium","SGS North America, Anchorage, Alaska",2021-07-27 10:10:00,2021-07-27 16:39:00,6.48333333333333,"200.8","180 days",4320,"Y"
