"","organization_formal_name","activity_identifier","activity_start_date","activity_start_time_time","activity_start_time_time_zone_code","monitoring_location_identifier","characteristic_name","result_measure_value","result_measure_measure_unit_code","result_status_identifier","result_value_type_name","result_analytical_method_method_identifier","result_analytical_method_method_identifier_context","result_analytical_method_method_name","project","trib_mainstem","river_mile","monitoring_location_name","monitoring_location_type_name","huc_eight_digit_code","drainage_area_measure_measure_value","drainage_area_measure_measure_unit_code","latitude_measure","longitude_measure","source_map_scale_numeric","horizontal_accuracy_measure_measure_value","horizontal_accuracy_measure_measure_unit_code","horizontal_collection_method_name","horizontal_coordinate_reference_system_datum_name","vertical_measure_measure_value","vertical_measure_measure_unit_code","vertical_accuracy_measure_measure_value","vertical_accuracy_measure_measure_unit_code","vertical_collection_method_name","vertical_coordinate_reference_system_datum_name","julian_day","season"
"126","Kenai Watershed Forum","KENAI_WQX-10000026_04/26/2005_08:13:00",2005-04-26,08:13:00,"AKDT","KENAI_WQX-10000026","Magnesium",3.03,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","36.0","KBL_t_36.0","River/Stream",19020302,NA,NA,60.53687,-150.754724,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"127","Kenai Watershed Forum","KENAI_WQX-10000031_2006-04-25_13:30:00",2006-04-25,13:30:00,"AKDT","KENAI_WQX-10000031","Magnesium",1.27,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,115,"Spring"
"128","Kenai Watershed Forum","KENAI_WQX-10000031_04/22/2008_11:00:00",2008-04-22,11:00:00,"AKST","KENAI_WQX-10000031","Magnesium",1.06,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"129","Kenai Watershed Forum","KENAI_WQX-10000031_04/11/2001_10:35:00",2001-04-11,10:35:00,"AKDT","KENAI_WQX-10000031","Magnesium",1,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,101,"Spring"
"130","Kenai Watershed Forum","KENAI_WQX-10000031_04/26/2005_11:25:00",2005-04-26,11:25:00,"AKDT","KENAI_WQX-10000031","Magnesium",1.06,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","70.0","KBL_m_70.0","River/Stream",19020302,NA,NA,60.481392,-150.11502,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"131","Kenai Watershed Forum","KENAI_WQX-10000032_2013/05/07_09:20",2013-05-07,09:20:00,"AKDT","KENAI_WQX-10000032","Magnesium",1,"mg/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","74.0","KBL_t_74.0","River/Stream",19020302,NA,NA,60.484622,-149.993955,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
"132","Kenai Watershed Forum","KENAI_WQX-10000425_2009-07-21_08:05:00",2009-07-21,08:05:00,"AKDT","KENAI_WQX-10000425","Magnesium",1.05,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"133","Kenai Watershed Forum","KENAI_WQX-10000032_2009-04-28_08:55:00",2009-04-28,08:55:00,"AKDT","KENAI_WQX-10000032","Magnesium",1.24,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","74.0","KBL_t_74.0","River/Stream",19020302,NA,NA,60.484622,-149.993955,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"134","Kenai Watershed Forum","KENAI_WQX-10000032_04/27/2004_09:30:00",2004-04-27,09:30:00,"AKDT","KENAI_WQX-10000032","Magnesium",0.97,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","74.0","KBL_t_74.0","River/Stream",19020302,NA,NA,60.484622,-149.993955,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"135","Kenai Watershed Forum","KENAI_WQX-10000032_07/20/2004_09:05:00",2004-07-20,09:05:00,"AKDT","KENAI_WQX-10000032","Magnesium",1.04,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","74.0","KBL_t_74.0","River/Stream",19020302,NA,NA,60.484622,-149.993955,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"136","Kenai Watershed Forum","KENAI_WQX-10000029_2010-04-27_10:29:00",2010-04-27,10:29:00,"AKDT","KENAI_WQX-10000029","Magnesium",1.5,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,117,"Spring"
"137","Kenai Watershed Forum","KENAI_WQX-10000026_07/18/2000_10:00:00",2000-07-18,10:00:00,"AKDT","KENAI_WQX-10000026","Magnesium",3.9,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","36.0","KBL_t_36.0","River/Stream",19020302,NA,NA,60.53687,-150.754724,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"138","Kenai Watershed Forum","KENAI_WQX-10000032_07/25/2006_09:20:00",2006-07-25,09:20:00,"AKDT","KENAI_WQX-10000032","Magnesium",1.13,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","74.0","KBL_t_74.0","River/Stream",19020302,NA,NA,60.484622,-149.993955,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"139","Kenai Watershed Forum","KENAI_WQX-10000028_04/29/2003_10:50:00",2003-04-29,10:50:00,"AKDT","KENAI_WQX-10000028","Magnesium",0.98,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","43.0","KBL_m_43.0","River/Stream",19020302,NA,NA,60.489844,-150.636905,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,119,"Spring"
"140","Kenai Watershed Forum","KENAI_WQX-10000029_2013/05/07_11:26",2013-05-07,11:26:00,"AKDT","KENAI_WQX-10000029","Magnesium",1,"mg/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
"141","Kenai Watershed Forum","KENAI_WQX-10000024_04/10/2002_12:13:00",2002-04-10,12:13:00,"AKST","KENAI_WQX-10000024","Magnesium",3.88,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,100,"Spring"
"142","Kenai Watershed Forum","KENAI_WQX-10000024_2013/05/07_09:01",2013-05-07,09:01:00,"AKDT","KENAI_WQX-10000024","Magnesium",2,"mg/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
"143","Kenai Watershed Forum","KENAI_WQX-10000024_2010-07-27_11:37:00",2010-07-27,11:37:00,"AKDT","KENAI_WQX-10000024","Magnesium",2.79,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"144","Kenai Watershed Forum","KENAI_WQX-10000023_2012/07/31_12:36:00",2012-07-31,12:36:00,"AKDT","KENAI_WQX-10000023","Magnesium",0.935,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"145","Kenai Watershed Forum","KENAI_WQX-10000023_07/17/2007_13:40:00",2007-07-17,13:40:00,"AKDT","KENAI_WQX-10000023","Magnesium",0.88,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"146","Kenai Watershed Forum","KENAI_WQX-10000023_07/25/2006_11:50:00",2006-07-25,11:50:00,"AKDT","KENAI_WQX-10000023","Magnesium",1.2,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"147","Kenai Watershed Forum","KENAI_WQX-10000020_2011-04-26_09:25:00",2011-04-26,09:25:00,"AKDT","KENAI_WQX-10000020","Magnesium",2.98,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"148","Kenai Watershed Forum","KENAI_WQX-10000424_2010-07-27_7:00:00",2010-07-27,07:00:00,"AKDT","KENAI_WQX-10000424","Magnesium",0.934,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","79.5","KBL_t_79.5","River/Stream",19020302,NA,NA,60.489,-149.877,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"149","Kenai Watershed Forum","KENAI_WQX-10000032_2001-07-24_09:19:00",2001-07-24,09:19:00,"AKDT","KENAI_WQX-10000032","Magnesium",0.84,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","74.0","KBL_t_74.0","River/Stream",19020302,NA,NA,60.484622,-149.993955,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"150","Kenai Watershed Forum","KENAI_WQX-10000425_04/27/2004_08:00:00",2004-04-27,08:00:00,"AKDT","KENAI_WQX-10000425","Magnesium",1.03,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"151","Kenai Watershed Forum","KENAI_WQX-10000425_07/26/2005_07:45:00",2005-07-26,07:45:00,"AKDT","KENAI_WQX-10000425","Magnesium",0.952,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","82.0","KBL_m_82.0","River/Stream",19020302,NA,NA,60.492,-149.81087,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"152","Kenai Watershed Forum","KENAI_WQX-10000030_2011-04-26_08:20:00",2011-04-26,08:20:00,"AKDT","KENAI_WQX-10000030","Magnesium",0.74,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,116,"Spring"
"153","Kenai Watershed Forum","KENAI_WQX-10000030_07/29/2008_09:08:00",2008-07-29,09:08:00,"AKST","KENAI_WQX-10000030","Magnesium",0.839,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"154","Kenai Watershed Forum","KENAI_WQX-10000030_07/16/2002_10:16:00",2002-07-16,10:16:00,"AKDT","KENAI_WQX-10000030","Magnesium",0.75,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"155","Kenai Watershed Forum","KENAI_WQX-10000030_04/27/2004_09:05:00",2004-04-27,09:05:00,"AKDT","KENAI_WQX-10000030","Magnesium",1.83,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"156","Kenai Watershed Forum","KENAI_WQX-10000030_2009-04-28_08:42:00",2009-04-28,08:42:00,"AKDT","KENAI_WQX-10000030","Magnesium",0.756,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"157","Kenai Watershed Forum","KENAI_WQX-10000030_07/22/2003_08:15:00",2003-07-22,08:15:00,"AKDT","KENAI_WQX-10000030","Magnesium",0.84,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"158","Kenai Watershed Forum","KENAI_WQX-10000030_2012-05-01_08:09",2012-05-01,08:09:00,"AKDT","KENAI_WQX-10000030","Magnesium",0.818,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,122,"Spring"
"159","Kenai Watershed Forum","KENAI_WQX-10000030_04/29/2003_07:40:00",2003-04-29,07:40:00,"AKDT","KENAI_WQX-10000030","Magnesium",0.93,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","50.0","KBL_m_50.0","River/Stream",19020302,NA,NA,60.467517,-150.507789,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,119,"Spring"
"160","Kenai Watershed Forum","KENAI_WQX-10000032_2012/07/31_09:40:00",2012-07-31,09:40:00,"AKDT","KENAI_WQX-10000032","Magnesium",0.917,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","74.0","KBL_t_74.0","River/Stream",19020302,NA,NA,60.484622,-149.993955,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"161","Kenai Watershed Forum","KENAI_WQX-10000029_04/29/2003_10:00:00",2003-04-29,10:00:00,"AKDT","KENAI_WQX-10000029","Magnesium",1.3,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,119,"Spring"
"162","Kenai Watershed Forum","KENAI_WQX-10000029_04/22/2008_12:16:00",2008-04-22,12:16:00,"AKST","KENAI_WQX-10000029","Magnesium",1.43,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","44.0","KBL_t_44.0","River/Stream",19020302,NA,NA,60.481518,-150.632498,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"163","Kenai Watershed Forum","KENAI_WQX-10000028_04/22/2008_13:13:00",2008-04-22,13:13:00,"AKST","KENAI_WQX-10000028","Magnesium",1.01,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","43.0","KBL_m_43.0","River/Stream",19020302,NA,NA,60.489844,-150.636905,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,113,"Spring"
"164","Kenai Watershed Forum","KENAI_WQX-10000028_2001-07-24_09:40:00",2001-07-24,09:40:00,"AKDT","KENAI_WQX-10000028","Magnesium",0.804,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","43.0","KBL_m_43.0","River/Stream",19020302,NA,NA,60.489844,-150.636905,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"165","Kenai Watershed Forum","KENAI_WQX-10000022_2012-05-01_11:38",2012-05-01,11:38:00,"AKDT","KENAI_WQX-10000022","Magnesium",2.73,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","22.0","KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,122,"Spring"
"166","Kenai Watershed Forum","KENAI_WQX-10000021_04/10/2002_10:25:00",2002-04-10,10:25:00,"AKST","KENAI_WQX-10000021","Magnesium",1.47,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,100,"Spring"
"167","Kenai Watershed Forum","KENAI_WQX-10000023_07/29/2008_11:26:00",2008-07-29,11:26:00,"AKST","KENAI_WQX-10000023","Magnesium",0.95,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"168","Kenai Watershed Forum","KENAI_WQX-10000023_04/11/2001_12:20:00",2001-04-11,12:20:00,"AKDT","KENAI_WQX-10000023","Magnesium",1.3,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,101,"Spring"
"169","Kenai Watershed Forum","KENAI_WQX-10000023_2012-05-01_12:22",2012-05-01,12:22:00,"AKDT","KENAI_WQX-10000023","Magnesium",1.49,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,122,"Spring"
"170","Kenai Watershed Forum","KENAI_WQX-10000021_2010-07-27_10:22:00",2010-07-27,10:22:00,"AKDT","KENAI_WQX-10000021","Magnesium",0.969,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"171","Kenai Watershed Forum","KENAI_WQX-10000020_2012/07/31_09:38:00",2012-07-31,09:38:00,"AKDT","KENAI_WQX-10000020","Magnesium",4.9,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,213,"Summer"
"172","Kenai Watershed Forum","KENAI_WQX-10000021_04/27/2004_12:10:00",2004-04-27,12:10:00,"AKDT","KENAI_WQX-10000021","Magnesium",1.46,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"173","Kenai Watershed Forum","KENAI_WQX-10000020_2013/05/07_09:35",2013-05-07,09:35:00,"AKDT","KENAI_WQX-10000020","Magnesium",2,"mg/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","19.0","KBL_t_19.0","River/Stream",19020302,NA,NA,60.482318,-151.127053,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
"174","Kenai Watershed Forum","KENAI_WQX-10000021_07/22/2003_11:30:00",2003-07-22,11:30:00,"AKDT","KENAI_WQX-10000021","Magnesium",1,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"175","Kenai Watershed Forum","KENAI_WQX-10000022_2009-07-21_12:45:00",2009-07-21,12:45:00,"AKDT","KENAI_WQX-10000022","Magnesium",6.14,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","t","22.0","KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"176","Kenai Watershed Forum","KENAI_WQX-10000022_2005-07-26_10:00:00",2005-07-26,10:00:00,"AKDT","KENAI_WQX-10000022","Magnesium",6.01,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","22.0","KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"177","Kenai Watershed Forum","KENAI_WQX-10000018_2013/05/07_11:05",2013-05-07,11:05:00,"AKDT","KENAI_WQX-10000018","Magnesium",2,"mg/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
"178","Kenai Watershed Forum","KENAI_WQX-10000023_2001-07-24_12:28:00",2001-07-24,12:28:00,"AKDT","KENAI_WQX-10000023","Magnesium",1,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","23.0","KBL_m_23.0","River/Stream",19020302,NA,NA,60.480338,-151.030847,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"179","Kenai Watershed Forum","KENAI_WQX-10000021_2005-07-26_09:00:00",2005-07-26,09:00:00,"AKDT","KENAI_WQX-10000021","Magnesium",0.961,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"180","Kenai Watershed Forum","KENAI_WQX-10000018_2009-04-28_09:40:00",2009-04-28,09:40:00,"AKDT","KENAI_WQX-10000018","Magnesium",1.58,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,118,"Spring"
"181","Kenai Watershed Forum","KENAI_WQX-10000018_2010-07-27_8:45:00",2010-07-27,08:45:00,"AKDT","KENAI_WQX-10000018","Magnesium",0.91,"mg/l","Final","Actual","200.7","USEPA","Metals in Water by ICP-AES","KBL","m","18.0","KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,208,"Summer"
"182","Kenai Watershed Forum","KENAI_WQX-10000021_07/20/2004_10:45:00",2004-07-20,10:45:00,"AKDT","KENAI_WQX-10000021","Magnesium",0.963,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","m","21.0","KBL_m_21.0","River/Stream",19020302,NA,NA,60.476634,-151.082099,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"183","Kenai Watershed Forum","KENAI_WQX-10000024_07/26/2005_15:20:00",2005-07-26,15:20:00,"AKDT","KENAI_WQX-10000024","Magnesium",3.57,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","30.0","KBL_t_30.0","River/Stream",19020302,NA,NA,60.489963,-150.860982,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"184","Kenai Watershed Forum","KENAI_WQX-10000022_07/16/2002_13:08:00",2002-07-16,13:08:00,"AKDT","KENAI_WQX-10000022","Magnesium",5.92,"mg/l","Final","Actual","200.7(W)","USEPA","200.7 W  ~ Metals in Water by ICP-AES","KBL","t","22.0","KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"185","Kenai Watershed Forum","KENAI_WQX-10000424_2013/05/07_08:10",2013-05-07,08:10:00,"AKDT","KENAI_WQX-10000424","Magnesium",1,"mg/l","Final","Actual","200.8","USEPA","Metals in Waters by ICP/MS","KBL","t","79.5","KBL_t_79.5","River/Stream",19020302,NA,NA,60.489,-149.877,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,127,"Spring"
