"","organization_formal_name","activity_identifier","activity_start_date","activity_start_time_time","activity_start_time_time_zone_code","monitoring_location_identifier","characteristic_name","result_measure_value","result_measure_measure_unit_code","result_status_identifier","result_value_type_name","result_analytical_method_method_identifier","result_analytical_method_method_identifier_context","result_analytical_method_method_name","project","trib_mainstem","river_mile","monitoring_location_name","monitoring_location_type_name","huc_eight_digit_code","drainage_area_measure_measure_value","drainage_area_measure_measure_unit_code","latitude_measure","longitude_measure","source_map_scale_numeric","horizontal_accuracy_measure_measure_value","horizontal_accuracy_measure_measure_unit_code","horizontal_collection_method_name","horizontal_coordinate_reference_system_datum_name","vertical_measure_measure_value","vertical_measure_measure_unit_code","vertical_accuracy_measure_measure_value","vertical_accuracy_measure_measure_unit_code","vertical_collection_method_name","vertical_coordinate_reference_system_datum_name","julian_day","season"
"61","Kenai Watershed Forum","KENAI_WQX-10000022_2009-07-21_12:45:00","2009-07-21","12:45:00","AKDT","KENAI_WQX-10000022","Benzene",0.66,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBL","t",22,"KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"62","Kenai Watershed Forum","KENAI_WQX-10000022_07/29/2008_10:56:00","2008-07-29","10:56:00","AKST","KENAI_WQX-10000022","Benzene",1.4,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","t",22,"KBL_t_22.0","River/Stream",19020302,NA,NA,60.483364,-151.057656,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"63","Kenai Watershed Forum","KENAI_WQX-10000128_07/17/2007_10:10:00","2007-07-17","10:10:00","AKDT","KENAI_WQX-10000128","Benzene",1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",10.2,"KBX_m_10.2","River/Stream Perennial",19020302,NA,NA,60.539,-151.142,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"64","Kenai Watershed Forum","KENAI_WQX-10000065_07/26/2005_14:30:00","2005-07-26","14:30:00","AKDT","KENAI_WQX-10000065","Benzene",1.1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"65","Kenai Watershed Forum","KENAI_WQX-10000065_07/22/2007_18:20:00","2007-07-22","18:20:00","AKST","KENAI_WQX-10000065","Benzene",0.92,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"66","Kenai Watershed Forum","KENAI_WQX-10000128_07/20/2007_13:10:00","2007-07-20","13:10:00","AKDT","KENAI_WQX-10000128","Benzene",1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",10.2,"KBX_m_10.2","River/Stream Perennial",19020302,NA,NA,60.539,-151.142,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"67","Kenai Watershed Forum","KENAI_WQX-10000065_07/18/2007_12:33:00","2007-07-18","12:33:00","AKDT","KENAI_WQX-10000065","Benzene",0.81,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"68","Kenai Watershed Forum","KENAI_WQX-10000126_07/19/2007_13:11:00","2007-07-19","13:11:00","AKDT","KENAI_WQX-10000126","Benzene",0.93,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7.8,"KBX_m_07.8","River/Stream Perennial",19020302,NA,NA,60.51833,-151.16495,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"69","Kenai Watershed Forum","KENAI_WQX-10000126_07/17/2007_11:15:00","2007-07-17","11:15:00","AKDT","KENAI_WQX-10000126","Benzene",1.1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7.8,"KBX_m_07.8","River/Stream Perennial",19020302,NA,NA,60.51833,-151.16495,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"70","Kenai Watershed Forum","KENAI_WQX-10000122_07/30/2007_19:16:00","2007-07-30","19:16:00","AKDT","KENAI_WQX-10000122","Benzene",0.72,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1,"KBX_m_01.0","River/Stream",19020302,NA,NA,60.548,-151.238,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,211,"Summer"
"71","Kenai Watershed Forum","KENAI_WQX-10000068_07/24/2004_00:50:00","2004-07-24","00:50:00","AKDT","KENAI_WQX-10000068","Benzene",0.89,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"72","Kenai Watershed Forum","KENAI_WQX-10000066_07/24/2007_16:45:00","2007-07-24","16:45:00","AKDT","KENAI_WQX-10000066","Benzene",1.6,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"73","Kenai Watershed Forum","KENAI_WQX-10000065_07/20/2007_14:50:00","2007-07-20","14:50:00","AKDT","KENAI_WQX-10000065","Benzene",1.2,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"74","Kenai Watershed Forum","KENAI_WQX-10000065_07/17/2007_12:00:00","2007-07-17","12:00:00","AKDT","KENAI_WQX-10000065","Benzene",1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"75","Kenai Watershed Forum","KENAI_WQX-10000066_07/21/2007_22:11:00","2007-07-21","22:11:00","AKST","KENAI_WQX-10000066","Benzene",2.4,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"76","Kenai Watershed Forum","KENAI_WQX-10000066_07/21/2007_19:35:00","2007-07-21","19:35:00","AKST","KENAI_WQX-10000066","Benzene",3.1,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"77","Kenai Watershed Forum","KENAI_WQX-10000129_07/20/2007_12:51:00","2007-07-20","12:51:00","AKDT","KENAI_WQX-10000129","Benzene",0.74,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",11.1,"KBX_m_11.1","River/Stream Perennial",19020302,NA,NA,60.547,-151.119,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"78","Kenai Watershed Forum","KENAI_WQX-10000018_2001-07-24_09:40:00","2001-07-24","09:40:00","AKDT","KENAI_WQX-10000018","Benzene",0.49,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",18,"KBL_m_18.0","River/Stream",19020302,NA,NA,60.502005,-151.106973,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"79","Kenai Watershed Forum","KENAI_WQX-10000066_07/18/2009_09:53:00","2009-07-18","09:53:00","AKDT","KENAI_WQX-10000066","Benzene",0.7,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"80","Kenai Watershed Forum","KENAI_WQX-10000066_07/24/2004_09:04:00","2004-07-24","09:04:00","AKDT","KENAI_WQX-10000066","Benzene",0.55,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"81","Kenai Watershed Forum","KENAI_WQX-10000131_07/22/2007_13:35:00","2007-07-22","13:35:00","AKST","KENAI_WQX-10000131","Benzene",0.91,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"82","Kenai Watershed Forum","KENAI_WQX-10000016_07/22/2003_09:25:00","2003-07-22","09:25:00","AKDT","KENAI_WQX-10000016","Benzene",1.15,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",10.1,"KBL_m_10.1","River/Stream",19020302,NA,NA,60.539279,-151.142263,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"83","Kenai Watershed Forum","KENAI_WQX-10000016_07/18/2000_12:00:00","2000-07-18","12:00:00","AKDT","KENAI_WQX-10000016","Benzene",1.09,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",10.1,"KBL_m_10.1","River/Stream",19020302,NA,NA,60.539279,-151.142263,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"84","Kenai Watershed Forum","KENAI_WQX-10000128_07/19/2007_12:11:00","2007-07-19","12:11:00","AKDT","KENAI_WQX-10000128","Benzene",0.84,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",10.2,"KBX_m_10.2","River/Stream Perennial",19020302,NA,NA,60.539,-151.142,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"85","Kenai Watershed Forum","KENAI_WQX-10000016_07/20/2004_11:25:00","2004-07-20","11:25:00","AKDT","KENAI_WQX-10000016","Benzene",1.3,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",10.1,"KBL_m_10.1","River/Stream",19020302,NA,NA,60.539279,-151.142263,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"86","Kenai Watershed Forum","KENAI_WQX-10000065_07/24/2007_18:03:00","2007-07-24","18:03:00","AKDT","KENAI_WQX-10000065","Benzene",0.74,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"87","Kenai Watershed Forum","KENAI_WQX-10000065_07/25/2004_14:47:00","2004-07-25","14:47:00","AKDT","KENAI_WQX-10000065","Benzene",1.5,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"88","Kenai Watershed Forum","KENAI_WQX-10000065_07/19/2007_13:57:00","2007-07-19","13:57:00","AKDT","KENAI_WQX-10000065","Benzene",0.96,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"89","Kenai Watershed Forum","KENAI_WQX-10000126_07/19/2007_13:25:00","2007-07-19","13:25:00","AKDT","KENAI_WQX-10000126","Benzene",1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7.8,"KBX_m_07.8","River/Stream Perennial",19020302,NA,NA,60.51833,-151.16495,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"90","Kenai Watershed Forum","KENAI_WQX-10000065_07/19/2007_13:42:00","2007-07-19","13:42:00","AKDT","KENAI_WQX-10000065","Benzene",0.88,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"91","Kenai Watershed Forum","KENAI_WQX-10000131_07/21/2007_19:00:00","2007-07-21","19:00:00","AKST","KENAI_WQX-10000131","Benzene",1.6,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"92","Kenai Watershed Forum","KENAI_WQX-10000131_07/21/2007_10:15:00","2007-07-21","10:15:00","AKST","KENAI_WQX-10000131","Benzene",1,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",5,"KBX_m_05.0","River/Stream Perennial",19020302,NA,NA,60.527,-151.209,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"93","Kenai Watershed Forum","KENAI_WQX-10000066_07/21/2009_17:56:00","2009-07-21","17:56:00","AKDT","KENAI_WQX-10000066","Benzene",0.79,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"94","Kenai Watershed Forum","KENAI_WQX-10000011_10000066_2004-07-03","2004-07-03","11:06:00","AKDT","KENAI_WQX-10000066","Benzene",0.52,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,185,"Summer"
"95","Kenai Watershed Forum","KENAI_WQX-10000066_07/18/2009_18:15:00","2009-07-18","18:15:00","AKDT","KENAI_WQX-10000066","Benzene",0.54,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"96","Kenai Watershed Forum","KENAI_WQX-10000068_07/17/2007_12:20:00","2007-07-17","12:20:00","AKDT","KENAI_WQX-10000068","Benzene",1.2,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,198,"Summer"
"97","Kenai Watershed Forum","KENAI_WQX-10000068_07/24/2004_12:39:00","2004-07-24","12:39:00","AKDT","KENAI_WQX-10000068","Benzene",0.68,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"98","Kenai Watershed Forum","KENAI_WQX-10000065_07/22/2003_13:25:00","2003-07-22","13:25:00","AKDT","KENAI_WQX-10000065","Benzene",1.09,"ug/l","Final","Actual","8021B","USEPA","8021 B ~ Aromatic and Halogenated Volatiles by Gas Chromatography","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"99","Kenai Watershed Forum","KENAI_WQX-10000065_07/24/2004_17:54:00","2004-07-24","17:54:00","AKDT","KENAI_WQX-10000065","Benzene",0.89,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"100","Kenai Watershed Forum","KENAI_WQX-10000065_07/21/2007_15:50:00","2007-07-21","15:50:00","AKST","KENAI_WQX-10000065","Benzene",1.2,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"101","Kenai Watershed Forum","KENAI_WQX-10000065_07/22/2007_13:15:00","2007-07-22","13:15:00","AKST","KENAI_WQX-10000065","Benzene",0.96,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,203,"Summer"
"102","Kenai Watershed Forum","KENAI_WQX-10000065_07/24/2004_21:05:00","2004-07-24","21:05:00","AKDT","KENAI_WQX-10000065","Benzene",0.85,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"103","Kenai Watershed Forum","KENAI_WQX-10000065_07/24/2007_13:00:00","2007-07-24","13:00:00","AKDT","KENAI_WQX-10000065","Benzene",0.69,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,205,"Summer"
"104","Kenai Watershed Forum","KENAI_WQX-10000065_07/24/2004_23:04:00","2004-07-24","23:04:00","AKDT","KENAI_WQX-10000065","Benzene",1.2,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"105","Kenai Watershed Forum","KENAI_WQX-10000065_07/20/2004_13:42:00","2004-07-20","13:42:00","AKDT","KENAI_WQX-10000065","Benzene",1.4,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"106","Kenai Watershed Forum","KENAI_WQX-10000005_07/20/2004_10:40:00","2004-07-20","10:40:00","AKDT","KENAI_WQX-10000005","Benzene",1.2,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",6.5,"KBL_m_06.5","River/Stream",19020302,NA,NA,60.54081,-151.18278,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"107","Kenai Watershed Forum","KENAI_WQX-10000005_07/25/2006_11:00:00","2006-07-25","11:00:00","AKDT","KENAI_WQX-10000005","Benzene",1.7,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",6.5,"KBL_m_06.5","River/Stream",19020302,NA,NA,60.54081,-151.18278,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
"108","Kenai Watershed Forum","KENAI_WQX-10000066_07/21/2007_11:05:00","2007-07-21","11:05:00","AKST","KENAI_WQX-10000066","Benzene",1.7,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"109","Kenai Watershed Forum","KENAI_WQX-10000066_07/18/2009_23:51:00","2009-07-18","23:51:00","AKDT","KENAI_WQX-10000066","Benzene",0.57,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"110","Kenai Watershed Forum","KENAI_WQX-10000066_07/20/2008_12:10:00","2008-07-20","12:10:00","AKDT","KENAI_WQX-10000066","Benzene",0.83,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"111","Kenai Watershed Forum","KENAI_WQX-10000066_07/20/2008_14:55:00","2008-07-20","14:55:00","AKDT","KENAI_WQX-10000066","Benzene",0.73,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"112","Kenai Watershed Forum","KENAI_WQX-10000066_07/18/2009_15:58:00","2009-07-18","15:58:00","AKDT","KENAI_WQX-10000066","Benzene",0.97,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"113","Kenai Watershed Forum","KENAI_WQX-10000066_07/18/2009_10:04:00","2009-07-18","10:04:00","AKDT","KENAI_WQX-10000066","Benzene",0.76,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,199,"Summer"
"114","Kenai Watershed Forum","KENAI_WQX-10000066_07/25/2004_00:30:00","2004-07-25","00:30:00","AKDT","KENAI_WQX-10000066","Benzene",1.2,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"115","Kenai Watershed Forum","KENAI_WQX-10000066_07/21/2007_16:45:00","2007-07-21","16:45:00","AKST","KENAI_WQX-10000066","Benzene",3.1,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",1.5,"KBX_m_01.5","River/Stream Perennial",19020302,NA,NA,60.544,-151.226,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"116","Kenai Watershed Forum","KENAI_WQX-10000026_07/16/2002_09:45:00","2002-07-16","09:45:00","AKDT","KENAI_WQX-10000026","Benzene",0.88,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","t",36,"KBL_t_36.0","River/Stream",19020302,NA,NA,60.53687,-150.754724,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"117","Kenai Watershed Forum","KENAI_WQX-10000065_07/25/2004_18:35:00","2004-07-25","18:35:00","AKDT","KENAI_WQX-10000065","Benzene",1,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,207,"Summer"
"118","Kenai Watershed Forum","KENAI_WQX-10000071_07/20/2007_13:26:00","2007-07-20","13:26:00","AKDT","KENAI_WQX-10000071","Benzene",1,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",10,"KBX_m_10.0","River/Stream Perennial",19020302,NA,NA,60.53344,-151.1475,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,201,"Summer"
"119","Kenai Watershed Forum","KENAI_WQX-10000017_07/18/2000_12:25:00","2000-07-18","12:25:00","AKDT","KENAI_WQX-10000017","Benzene",1.06,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",12.5,"KBL_m_12.5","River/Stream",19020302,NA,NA,60.533743,-151.099258,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,200,"Summer"
"120","Kenai Watershed Forum","KENAI_WQX-10000065_07/21/2006_15:10:00","2006-07-21","15:10:00","AKDT","KENAI_WQX-10000065","Benzene",2.3,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBX","m",7,"KBX_m_07.0","River/Stream Perennial",19020302,NA,NA,60.539,-151.176,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,202,"Summer"
"121","Kenai Watershed Forum","KENAI_WQX-10000017_07/16/2002_12:30:00","2002-07-16","12:30:00","AKDT","KENAI_WQX-10000017","Benzene",0.9,"ug/l","Final","Actual","602","USEPA","Purgeable Aromatics in Wastewater by GC","KBL","m",12.5,"KBL_m_12.5","River/Stream",19020302,NA,NA,60.533743,-151.099258,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,197,"Summer"
"122","Kenai Watershed Forum","KENAI_WQX-10000068_07/24/2004_03:47:00","2004-07-24","03:47:00","AKDT","KENAI_WQX-10000068","Benzene",0.15,"ug/l","Final","Actual","624","USEPA","Purgeable Organics in Wastewater","KBX","m",3.8,"KBX_m_03.8","River/Stream Perennial",19020302,NA,NA,60.52162,-151.24264,NA,NA,NA,"Interpolation-Satellite","NAD83",NA,NA,NA,NA,NA,NA,206,"Summer"
